respondent,mainbranch,age,country,edlevel,employment,yearscodepro,languageworkedwith,databaseworkedwith,platformworkedwith
20440,I am a developer by profession,28.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,7,C#;JavaScript,Microsoft SQL Server,Windows
20441,I am a developer by profession,29.0,Taiwan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,6,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL,Firebase;MariaDB;MySQL;PostgreSQL;SQLite,Android;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;Slack;Windows;WordPress
20444,I am a developer by profession,25.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed part-time,1,C;C++;HTML/CSS;Java;JavaScript;SQL,MongoDB;MySQL,AWS;Heroku;Slack
20445,I am a developer by profession,33.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,8,Bash/Shell/PowerShell;C#;Go;Java;Kotlin,,Linux;Raspberry Pi;Windows
20448,I am a developer by profession,22.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed part-time,Less than 1 year,C;HTML/CSS;Java;PHP;Python;VBA,Firebase;MongoDB;MySQL,Arduino;Heroku;Linux;Windows
20449,I am a developer by profession,25.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,3,C;C++;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript,MySQL;SQLite,Android;Slack
20451,I am a developer by profession,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Java;Kotlin,SQLite,Android
20456,I am a developer by profession,37.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,20,Bash/Shell/PowerShell;C#;Go;Python,DynamoDB;MySQL;Oracle;Redis,AWS;Linux;MacOS;Windows
20458,I am a developer by profession,25.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Windows
20459,I am a developer by profession,24.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;HTML/CSS;JavaScript;SQL;TypeScript,MySQL,Microsoft Azure;Windows
20462,I am a developer by profession,26.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,3,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript;Other(s):,MongoDB;Microsoft SQL Server;MySQL,AWS;Windows
20463,I am a developer by profession,32.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,12,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Ruby,DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,Docker;IBM Cloud or Watson;Linux;MacOS
20465,I am a developer by profession,24.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,MongoDB;PostgreSQL;Other(s):,AWS;Docker;Linux;Slack
20466,I am a developer by profession,34.0,United States,Associate degree,Employed full-time,14,HTML/CSS;JavaScript;PHP,DynamoDB;MySQL;PostgreSQL,AWS;Linux;WordPress
20472,I am a developer by profession,22.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,C;C++;HTML/CSS;Java;JavaScript;Python;TypeScript,PostgreSQL;SQLite,Linux
20474,I am a developer by profession,33.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript,MongoDB;Microsoft SQL Server,Docker
20475,I am a developer by profession,33.0,Canada,Associate degree,Employed full-time,10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,MariaDB;MongoDB;MySQL,AWS;Docker;IBM Cloud or Watson;Linux;WordPress
20476,I am a developer by profession,42.0,Egypt,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,20,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin,MariaDB;MySQL;PostgreSQL;SQLite,Android;Docker;Google Cloud Platform;Kubernetes;Linux;Slack
20478,I am a developer by profession,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,C;C++;C#;HTML/CSS;JavaScript;PHP,,WordPress
20480,I am a developer by profession,39.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,15,Scala,PostgreSQL;Redis,AWS;Docker;Linux;MacOS;Slack
20484,I am a developer by profession,29.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,HTML/CSS;JavaScript;PHP;SQL,Elasticsearch;MongoDB;Microsoft SQL Server;MySQL,
20486,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,MySQL;PostgreSQL;Redis,Android;AWS;Docker;Heroku;iOS;Linux;MacOS;Slack
20487,I am a developer by profession,39.0,United States,Some college/university study without earning a degree,Employed full-time,11,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;Rust,,Linux;MacOS;Windows
20490,I am a developer by profession,27.0,Saudi Arabia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,Bash/Shell/PowerShell;Dart;HTML/CSS;Java;JavaScript;Python;SQL,MariaDB;MySQL;Redis;SQLite,Android;Arduino;IBM Cloud or Watson
20493,I am a developer by profession,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,14,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;PostgreSQL,Docker;Google Cloud Platform;Slack;Windows
20495,I am a developer by profession,26.0,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,5,Go;Java;Kotlin;Python;TypeScript,Microsoft SQL Server;PostgreSQL,AWS;Docker;Kubernetes;Linux
20496,I am a developer by profession,33.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,HTML/CSS;JavaScript;Ruby,Elasticsearch;MongoDB;PostgreSQL;Redis,AWS;Docker;Google Cloud Platform;Heroku;Linux;MacOS;Slack
20499,I am a developer by profession,37.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,C#;HTML/CSS;JavaScript;SQL,MongoDB;Microsoft SQL Server;SQLite,AWS;Microsoft Azure;Windows
20500,I am a developer by profession,30.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,Bash/Shell/PowerShell;Elixir;HTML/CSS;JavaScript;Ruby;SQL,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Raspberry Pi;Slack;WordPress
20504,I am a developer by profession,23.0,United Kingdom,Primary/elementary school,Employed full-time,5,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Rust;TypeScript,MongoDB;PostgreSQL;SQLite,Android;Linux;MacOS
20510,I am a developer by profession,22.0,Netherlands,Primary/elementary school,Employed full-time,2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript,Firebase;Microsoft SQL Server;Oracle;PostgreSQL,Android;AWS;Docker;Google Cloud Platform;Linux;Windows
20512,I am a developer by profession,,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C++;C#;Java;JavaScript;SQL,Microsoft SQL Server,Windows
20513,I am a developer by profession,30.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,7,C;HTML/CSS;JavaScript;SQL,MongoDB;MySQL;Oracle,Linux;MacOS;Windows
20514,I am a developer by profession,32.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,8,C#;JavaScript;SQL,Microsoft SQL Server;Oracle,AWS;Docker;Windows
20515,I am a developer by profession,27.0,South Africa,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,6,Bash/Shell/PowerShell;Java,Firebase;MongoDB;SQLite,Android;Raspberry Pi
20517,I am a developer by profession,24.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;SQLite,WordPress;Other(s):
20518,I am a developer by profession,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Bash/Shell/PowerShell;PHP;Python;Ruby;SQL,MySQL;PostgreSQL,Docker;Google Cloud Platform;Kubernetes
20522,I am a developer by profession,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,3,C;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MySQL;Oracle;SQLite,Android;AWS;iOS;Linux;MacOS;Windows;WordPress
20523,I am a developer by profession,33.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,9,HTML/CSS;Java;JavaScript;TypeScript,Elasticsearch;Oracle;Other(s):,Microsoft Azure;Windows
20531,I am a developer by profession,33.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,16,Java;JavaScript,PostgreSQL,AWS;Heroku;Linux;MacOS;Slack
20532,I am a developer by profession,24.0,United States,Associate degree,Employed full-time,2,C#;HTML/CSS;JavaScript;SQL;TypeScript,Other(s):,Slack;Windows
20533,I am a developer by profession,24.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,4,C#;JavaScript;PHP;Python;Ruby;SQL,Microsoft SQL Server;MySQL;Redis,Android;Docker;Google Cloud Platform;Heroku;Linux;Slack;Windows;WordPress
20534,I am a developer by profession,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,HTML/CSS;Java;JavaScript,Microsoft SQL Server,Windows
20536,"I am not primarily a developer, but I write code sometimes as part of my work",49.0,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,25,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;Python;R;Ruby;SQL,Elasticsearch;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android;Docker;Google Cloud Platform;Heroku;Linux;Raspberry Pi;Windows
20541,I am a developer by profession,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,Kotlin,Firebase,Android
20542,I am a developer by profession,24.0,Brazil,Associate degree,Employed full-time,4,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;SQL,MariaDB;MySQL;PostgreSQL,Android;Arduino;Linux
20545,I am a developer by profession,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,Bash/Shell/PowerShell;JavaScript;PHP;Python;SQL,Elasticsearch;MySQL,AWS;Docker;Google Cloud Platform;Linux;MacOS;Raspberry Pi
20549,I am a developer by profession,34.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,10,Bash/Shell/PowerShell;JavaScript;Python;SQL,Elasticsearch;MySQL,AWS;Docker;Linux
20554,I am a developer by profession,26.0,Austria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,7,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;SQL;TypeScript;Other(s):,MariaDB;MySQL;SQLite,Android;Linux;Raspberry Pi;Windows
20555,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Python;R;SQL,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,AWS;Docker;Linux;MacOS;Microsoft Azure;Slack
20557,I am a developer by profession,,United States,Some college/university study without earning a degree,Employed full-time,26,Bash/Shell/PowerShell;C#;Go;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,Docker;Linux;MacOS;Slack;Windows
20559,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;Oracle,Raspberry Pi;Windows
20561,I am a developer by profession,41.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,7,SQL;VBA,Microsoft SQL Server,Windows
20571,I am a developer by profession,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,7,HTML/CSS;JavaScript;PHP;SQL,DynamoDB;MySQL,Android;AWS;iOS;WordPress
20574,I am a developer by profession,31.0,Uruguay,Some college/university study without earning a degree,Employed full-time,3,Bash/Shell/PowerShell;C;C#;Go;JavaScript;PHP;SQL;TypeScript,Microsoft SQL Server;MySQL,Arduino;AWS;Docker;Linux
20577,I am a developer by profession,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Bash/Shell/PowerShell;Go;Java;SQL,Oracle;SQLite,Docker;Kubernetes;Linux
20579,I am a developer by profession,26.0,Nepal,Associate degree,Employed full-time,5,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Docker;Linux
20580,I am a developer by profession,25.0,Viet Nam,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,C;C++;C#;Dart;Java;JavaScript;TypeScript,Microsoft SQL Server;MySQL,Android;iOS;MacOS;Windows
20581,I am a developer by profession,35.0,Canada,Associate degree,Employed full-time,12,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Redis,Docker;Heroku;Windows
20584,I am a developer by profession,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,Java,Oracle,Linux
20586,I am a developer by profession,25.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL,
20590,I am a developer by profession,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;Clojure;JavaScript;SQL,Microsoft SQL Server,Microsoft Azure
20591,"I am not primarily a developer, but I write code sometimes as part of my work",21.0,United Kingdom,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,2,Assembly;Bash/Shell/PowerShell;C;C++;HTML/CSS;Python;SQL,SQLite,Linux
20592,I am a developer by profession,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,17,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;TypeScript;VBA,DynamoDB;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL,Android;Arduino;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Raspberry Pi;Slack;Windows
20594,I am a developer by profession,26.0,Latvia,Associate degree,Employed full-time,4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,AWS;Docker;Linux
20595,I am a developer by profession,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,HTML/CSS;JavaScript;Python,PostgreSQL;Redis,Docker
20596,I am a developer by profession,21.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Assembly;C;HTML/CSS;Java;JavaScript;Objective-C;PHP;Swift,Firebase;MySQL;SQLite,Docker;Google Cloud Platform;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack;WordPress
20597,I am a developer by profession,28.0,Other Country (Not Listed Above),"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL,Android;WordPress
20598,I am a developer by profession,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server,Windows
20601,I am a developer by profession,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,HTML/CSS;JavaScript;PHP;SQL,Microsoft SQL Server;MySQL,WordPress
20604,I am a developer by profession,33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,8,HTML/CSS;JavaScript;TypeScript,,MacOS;Slack
20606,I am a developer by profession,34.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,14,Bash/Shell/PowerShell;Elixir;Erlang;Go;HTML/CSS;JavaScript;PHP;Python;SQL,Elasticsearch;MariaDB;MongoDB;MySQL;Redis;SQLite,Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi;Slack
20607,I am a developer by profession,37.0,United States,Some college/university study without earning a degree,Employed full-time,12,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;JavaScript,,Android;Docker
20611,I am a developer by profession,27.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,2,Bash/Shell/PowerShell;Go;JavaScript;Python;Scala,Elasticsearch;MongoDB;Redis;SQLite,Docker;Linux;MacOS
20613,I am a developer by profession,25.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,HTML/CSS;JavaScript;Ruby;Scala;SQL;TypeScript,MongoDB;PostgreSQL;Redis,AWS;Docker;Heroku;MacOS;Slack
20618,I am a developer by profession,30.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,5,C#;Go;Java;JavaScript;Kotlin;Swift;TypeScript,MongoDB;PostgreSQL;Redis,Android;AWS;Docker;iOS;Kubernetes;MacOS;Slack;Windows
20619,I am a developer by profession,26.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,2,HTML/CSS;JavaScript;PHP;Python;SQL,Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack;Windows;WordPress
20620,I am a developer by profession,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;C++;Go;JavaScript;Objective-C;Python;Rust,PostgreSQL;SQLite,AWS;Docker;Linux;MacOS;Windows
20621,I am a developer by profession,,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,Bash/Shell/PowerShell;C++;Go;JavaScript;PHP;TypeScript,MySQL;PostgreSQL,Docker;Kubernetes
20622,I am a developer by profession,39.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,17,C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;MongoDB;Microsoft SQL Server;PostgreSQL,AWS;Docker;Windows
20623,I am a developer by profession,36.0,Sweden,"Other doctoral degree (Ph.D, Ed.D., etc.)",Employed full-time,16,Go;HTML/CSS;Java;JavaScript;TypeScript,Elasticsearch;MongoDB,AWS;Docker;Linux;Raspberry Pi;Slack
20624,I am a developer by profession,28.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;Microsoft SQL Server;Redis;SQLite,Microsoft Azure;Windows
20625,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Cassandra;Microsoft SQL Server;MySQL,Arduino;Windows
20628,I am a developer by profession,33.0,Hungary,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,5,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;TypeScript,,
20631,I am a developer by profession,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL,Microsoft SQL Server,AWS;Linux;Windows
20633,"I am not primarily a developer, but I write code sometimes as part of my work",37.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,15,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python,Elasticsearch;MongoDB;PostgreSQL;SQLite,Linux
20634,I am a developer by profession,33.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,13,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript,Oracle,Docker;Raspberry Pi;Other(s):
20636,I am a developer by profession,35.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,11,Java;JavaScript;TypeScript,Oracle;PostgreSQL,Arduino;Linux;Raspberry Pi;Windows
20637,I am a developer by profession,30.0,France,I never completed any formal education,Employed full-time,8,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Firebase;MySQL;SQLite,AWS;Google Cloud Platform;WordPress
